rank,team,conf,record,adjoe,oe Rank,adjde,de Rank,barthag,rank,proj. W,Proj. L,Pro Con W,Pro Con L,Con Rec.,sos,ncsos,consos,Proj. SOS,Proj. Noncon SOS,Proj. Con SOS,elite SOS,elite noncon SOS,Opp OE,Opp DE,Opp Proj. OE,Opp Proj DE,Con Adj OE,Con Adj DE,Qual O,Qual D,Qual Barthag,Qual Games,FUN,ConPF,ConPA,ConPoss,ConOE,ConDE,ConSOSRemain,Conf Win%,WAB,WAB Rk,Fun Rk,adjt
11,Gonzaga,WCC,30-3,120.26251359842355,37,93.95531186565343,9,0.9447401644035144,11,30.0,3.0,16.0,2.0,16-2,0.6275659542124954,0.6407769777372234,0.6096766629665423,0.6275659542124954,0.6407769777372234,0.6096766629665423,0.7493696274240803,0.7047947494149956,113.33440745537426,106.34869127240592,113.33440745537426,106.34869127240592,118.37645431883361,94.73201757555445,122.05963612670502,93.18997468271492,0.9570369014282392,11.0,0.07963284347720967,1465.0,1177.0,1247.2875000000004,1.1745487708327067,0.9436477155427274,0.0,0.8888888888888888,7.3657171613515295,13,24,68.92522209885844
12,Michigan St.,B10,25-7,122.89257762456258,28,96.10633311741122,16,0.9441353201884783,12,25.0,7.0,15.0,5.0,15-5,0.7467584590789638,0.5797835524496519,0.830390953561279,0.7467584590789638,0.5797835524496519,0.830390953561279,0.6208187997095206,0.764357487652514,118.51423883791756,103.9442245400467,118.51423883791756,103.9442245400467,123.39032415710298,95.1436939441954,123.6355612900944,94.17767550285772,0.9581046879242803,18.0,0.06123421064749435,1539.0,1368.0,1323.2625,1.1630345452999689,1.0338084847110833,0.0,0.75,7.436942824047785,10,51,65.96438953988334
13,Texas Tech,B12,22-10,126.25499889249005,10,98.73835303868515,27,0.9441200352742136,13,22.0,10.0,12.0,6.0,12-6,0.7599411850216526,0.640984044951289,0.834425402880474,0.7599411850216526,0.640984044951289,0.834425402880474,0.5986287052492354,0.688184745129094,118.23940678215858,102.68989384193877,118.23940678215858,102.68989384193877,128.91306652252754,98.15746101681924,127.80139015351615,100.34312157952893,0.9416756787581592,17.0,-0.00618395250073045,1431.0,1298.0,1207.6000000000001,1.1849950314673732,1.0748592249089102,0.0,0.6666666666666666,5.032711161163154,20,190,66.39853422492821
14,Virginia,ACC,29-5,122.21605577218567,29,95.75091556437106,14,0.9430240603475822,14,29.0,5.0,15.0,3.0,15-3,0.6770574222754071,0.4621867893428714,0.792698907225896,0.6770574222754071,0.4621867893428714,0.792698907225896,0.6932637188861075,0.833217595936537,115.08634382342068,105.8441148308115,115.08634382342068,105.8441148308115,119.76359450087337,93.9935602287376,123.12565948647905,93.98293362163999,0.9571420577064708,14.0,0.07348227308272015,1391.0,1252.0,1232.3375,1.1287492265714545,1.015955450515788,0.0,0.8333333333333334,7.772109764327937,8,33,65.573451876704
15,St. John's,BE,28-6,119.80441919330626,43,94.06021641943124,10,0.9417031507787713,15,28.0,6.0,18.0,2.0,18-2,0.7296316827433066,0.6167695134179184,0.7752635776497553,0.7296316827433066,0.6167695134179184,0.7752635776497553,0.6877093569347371,0.7391317793151457,114.9215194367832,103.45032297185203,114.9215194367832,103.45032297185203,119.25528544044244,95.16625374238919,124.08845665739483,96.73584571740503,0.9460185877888507,11.0,0.043205127299096535,1587.0,1393.0,1401.6375,1.1322471038339086,0.9938375649909481,0.0,0.9,7.25845485409506,14,81,69.60494466537097
16,Tennessee,SEC,22-11,121.48758907356535,32,95.44233348783132,13,0.9413006343053898,16,22.0,11.0,11.0,7.0,11-7,0.7323225195345391,0.5266878532980172,0.861507317732174,0.7323225195345391,0.5266878532980172,0.861507317732174,0.6131424354577082,0.74217736467974,118.30801410182674,104.95429010106544,118.30801410182674,104.95429010106544,121.8512031454362,96.48026453424532,122.1692614318171,97.55457724612069,0.9300493766575701,18.0,-0.039443361498517016,1391.0,1324.0,1220.625,1.1395801331285202,1.0846902201740911,0.0,0.6111111111111112,4.138551853184814,23,269,65.21473268253926
17,Louisville,ACC,23-10,124.00113036280544,22,98.10379274070444,23,0.9366742491685833,17,23.0,10.0,11.0,7.0,11-7,0.7088967588004352,0.5540393195646058,0.8024688322360336,0.7088967588004352,0.5540393195646058,0.8024688322360336,0.6470076270502493,0.740874353631167,115.40831072160212,103.76213830674516,115.40831072160212,103.76213830674516,125.7311400252582,99.45469823052997,122.31204583098625,101.03656407686526,0.9000311009155842,17.0,-0.027884898709073624,1481.0,1357.0,1260.2875000000001,1.1751286908741059,1.07673844261726,0.0,0.6111111111111112,3.994924107634374,25,244,69.70939087404115
18,Alabama,SEC,23-9,129.45576146082266,3,102.7276880047637,67,0.9345917622880907,18,23.0,9.0,13.0,5.0,13-5,0.7893099564719638,0.7119387617692313,0.8451490104207421,0.7893099564719638,0.7119387617692313,0.8451490104207421,0.5926721901577675,0.6300078633430481,119.11588714381533,102.92611456443811,119.11588714381533,102.92611456443811,128.5321743140656,102.81758768128879,129.35587996362077,104.07114624332509,0.9242234447737526,17.0,0.04630691282822308,1627.0,1530.0,1342.1499999999999,1.2122341020005216,1.1399620012666245,0.0,0.7222222222222222,6.526099682564,17,76,73.04154345494713
19,Nebraska,B10,26-6,117.23519372959359,61,93.45486851727537,7,0.9313164968867096,19,26.0,6.0,15.0,5.0,15-5,0.6951823065577992,0.4149405844819629,0.8360031053029541,0.6951823065577992,0.4149405844819629,0.8360031053029541,0.6472239980312744,0.8837943442663266,116.3145141604234,104.7597019591949,116.3145141604234,104.7597019591949,119.68117779138497,91.5366028911477,119.64520796453583,93.86638404845775,0.9421642235791691,15.0,0.10382091483571898,1502.0,1324.0,1326.75,1.1320896928584887,0.997927265875259,0.0,0.75,7.433138327425783,11,11,66.806489509859
20,Arkansas,SEC,25-8,127.78247341708871,6,101.89237881645485,51,0.9311019447658774,20,25.42245095129721,8.577549048702787,13.0,5.0,13-5,0.7402826249742696,0.5778263682969731,0.8474759661283927,0.7464112001901658,0.5778263682969731,0.8474759661283927,0.6149881610523863,0.7000457801679606,118.23397757391648,104.31928100644623,118.51496025800213,104.16761870196376,129.0772916423365,102.41176497497342,126.97190202493803,102.83242915340166,0.9187100478668717,17.0,0.06824850042270081,1620.0,1506.0,1327.5249999999996,1.2203160015818915,1.1344419125816843,0.0,0.7222222222222222,6.798912592005092,15,43,71.08044512212359
21,Wisconsin,B10,24-10,127.1840082965276,8,101.6002015885271,47,0.9297449514709097,21,24.0,10.0,14.0,6.0,14-6,0.7347337698825546,0.49790704844129524,0.8365904452243044,0.7347337698825546,0.49790704844129524,0.8365904452243044,0.6178254170944308,0.8307516901455849,117.21480547586452,103.18995383173399,117.21480547586452,103.18995383173399,129.46829310758395,102.43308262268465,125.46648114493107,101.7739354204135,0.9173423204672596,18.0,0.027907061480946904,1641.0,1555.0,1367.4625,1.2000329076665721,1.137142700439683,0.0,0.7,5.368915986662202,19,109,68.6749893690403
22,Kansas,B12,23-10,117.84111196544566,57,94.31659779380908,11,0.9282970755493971,22,23.0,10.0,12.0,6.0,12-6,0.7868927129779936,0.6911845062848646,0.8429852404709375,0.7868927129779936,0.6911845062848646,0.8429852404709375,0.5827194426252978,0.6703291874298716,117.75178741685599,101.25251052481316,117.75178741685599,101.25251052481316,120.43823296800949,96.74540872941452,117.13000215043479,96.87796663478542,0.8987190264273655,18.0,0.05217164658162776,1385.0,1325.0,1251.4125,1.1067493732082747,1.0588035519862555,0.0,0.6666666666666666,6.264272544084847,18,65,67.60973171592633
23,Ohio St.,B10,21-12,125.2475036662187,13,101.55044720625153,46,0.9177351821749399,23,21.0,12.0,12.0,8.0,12-8,0.7275397520507834,0.490732429004743,0.8361185315189662,0.7275397520507834,0.490732429004743,0.8361185315189662,0.6203403199379384,0.8159197759017389,116.56126190374584,102.98623484626393,116.56126190374584,102.98623484626393,127.42463830648475,102.67042603155035,125.68296165428401,101.14782070885614,0.9239709210403744,17.0,-0.018942926818841355,1559.0,1499.0,1318.85,1.1820904575956326,1.1365962770595595,0.0,0.6,2.894910020675214,32,227,66.14277957852575
24,Saint Mary's,WCC,27-5,119.34828464852937,48,97.50059435289502,22,0.9109391553861947,24,27.0,5.0,16.0,2.0,16-2,0.6006061851509942,0.5608536865310204,0.6129205758619715,0.6006061851509942,0.5608536865310204,0.6129205758619715,0.7788722555693625,0.8142647175072385,111.9444697007523,105.71925799783124,111.9444697007523,105.71925799783124,121.03224706058485,98.312185507915,113.80786520394828,95.9808303298956,0.8764437685844462,6.0,0.04845942770501954,1403.0,1154.0,1178.2625,1.190736359682159,0.9794082388262377,0.0,0.8888888888888888,4.019071343876258,24,70,65.29407448127638
25,UCLA,B10,23-11,124.5013030773975,17,101.72192709910487,49,0.9108325422690071,25,23.0,11.0,13.0,7.0,13-7,0.7137252311592428,0.4864717614549145,0.8189795920820245,0.7137252311592428,0.4864717614549145,0.8189795920820245,0.6372970816405871,0.8021048407047467,116.28736843776932,103.50236521979261,116.28736843776932,103.50236521979261,124.98699593078535,102.56382541033202,125.03497441534827,105.20618768108203,0.8792896861042001,15.0,0.01996342339233015,1511.0,1445.0,1295.3625000000002,1.166468845593415,1.115517856970539,0.0,0.65,3.5966329965665707,29,127,64.67570397997588
26,Iowa,B10,21-12,122.11168447110389,30,100.15591683431495,35,0.9071557857846038,26,21.0,12.0,10.0,10.0,10-10,0.6917704057117772,0.4122886005259537,0.83627713061044,0.6917704057117772,0.4122886005259537,0.83627713061044,0.6446193829674521,0.8405243951795748,115.44682659101946,104.41911558547083,115.44682659101946,104.41911558547083,120.91659764219119,100.57339148263665,121.08864302378639,98.38065403141741,0.9159311334762176,15.0,-0.020819705394548804,1417.0,1395.0,1263.6374999999998,1.12136589805225,1.1039558417663295,0.0,0.5,1.9375917396371416,38,229,63.01410075526683
27,North Carolina,ACC,24-8,121.44091529978111,33,99.98636560079352,34,0.9033951586467819,27,24.0,8.0,12.0,6.0,12-6,0.7030768822807208,0.5337010278408021,0.8148567105690213,0.7030768822807208,0.5337010278408021,0.8148567105690213,0.6650454513383733,0.7852749742334224,115.27176328509972,103.97090338384804,115.27176328509972,103.97090338384804,123.03913932997976,102.23064771306743,121.28080753009769,102.25542555693642,0.8767815782121777,14.0,0.07899559593973693,1416.0,1376.0,1232.0,1.1493506493506493,1.1168831168831168,0.0,0.6666666666666666,4.925843124168619,21,27,67.98673937644112
28,Santa Clara,WCC,26-8,124.96752600768744,15,103.65216687753141,78,0.895729634225133,28,26.0,8.0,15.0,3.0,15-3,0.6124338386921034,0.5494599530236598,0.6199226225625215,0.6124338386921034,0.5494599530236598,0.6199226225625215,0.765101538153461,0.8149347655072917,111.79560434792292,105.10495071820846,111.79560434792292,105.10495071820846,125.87531662981753,103.17423640895285,121.86297994684159,104.66220037643242,0.8519315664154862,8.0,0.006091436893550739,1569.0,1330.0,1280.9500000000003,1.224872165189898,1.03829189273586,0.0,0.8333333333333334,2.137607289785729,36,158,69.25780778150774
29,Utah St.,MWC,28-6,122.96844074164285,27,102.03047594677253,53,0.895345590308862,29,28.0,6.0,15.0,5.0,15-5,0.6394809938159577,0.5112281343259079,0.6924358024456663,0.6394809938159577,0.5112281343259079,0.6924358024456663,0.7770062666264791,0.8480338524220531,112.41230347454257,105.4008385594987,112.41230347454257,105.4008385594987,125.34459674936272,104.10807984373324,121.41358503405297,101.5154930595738,0.8867936941944553,7.0,0.05421889500198063,1630.0,1453.0,1349.2499999999998,1.2080785621641654,1.0768945710579954,0.0,0.75,3.9499466525804703,26,60,67.54634794493289
30,Clemson,ACC,24-10,116.51244261444144,69,96.88886957807061,20,0.8929260807768156,30,24.0,10.0,12.0,6.0,12-6,0.6825757337166563,0.5180482500624868,0.7671124990777834,0.6825757337166563,0.5180482500624868,0.7671124990777834,0.6838951552523119,0.7674831075588864,114.65037302892452,105.10917342143091,114.65037302892452,105.10917342143091,114.85736966720145,95.85479906009333,117.1452688214826,94.7106632304774,0.9201777170804223,12.0,0.03432214825820479,1273.0,1199.0,1169.5374999999997,1.08846445710377,1.025191582142514,0.0,0.6666666666666666,3.1771944838447945,31,96,64.27270448966617
31,Kentucky,SEC,21-13,119.8827661409191,40,99.90531590524154,31,0.8905480411890021,31,21.0,13.0,10.0,8.0,10-8,0.7366295862524627,0.5239104135610865,0.8685942936244183,0.7366295862524627,0.5239104135610865,0.8685942936244183,0.5909604406201633,0.72860966317241,118.11594774125436,104.13189099503654,118.11594774125436,104.13189099503654,121.08777465214932,101.38648702941185,119.40039852084301,100.97124185473446,0.8730210296259386,20.0,0.04336593674140243,1414.0,1404.0,1245.875,1.13494531955453,1.1269188321460821,0.0,0.5555555555555556,3.305019053467541,30,80,68.31344409495404
32,Cincinnati,B12,18-15,112.27640808980566,112,93.62129517970536,8,0.8898899748120589,32,18.0,15.0,9.0,9.0,9-9,0.6820551140851533,0.4619869256120817,0.8361949617739005,0.6820551140851533,0.4619869256120817,0.8361949617739005,0.6719546456164126,0.8292250796210785,114.41020518892392,103.86162139534513,114.41020518892392,103.86162139534513,117.74760370941188,94.63805087382573,114.3235472315753,97.62461759688453,0.8600713879836087,14.0,-0.11021006639183406,1290.0,1247.0,1196.0374999999997,1.07856149995297,1.0426094499545377,0.0,0.5,-1.9894458763072163,70,358,67.64471418671604
33,BYU,B12,23-11,124.71853011762202,16,104.25068342439135,88,0.887104658998647,33,23.0,11.0,9.0,9.0,9-9,0.748849777243322,0.605140985236637,0.8417770773610128,0.748849777243322,0.605140985236637,0.8417770773610128,0.6166663042029271,0.739192217330634,115.95486905997218,101.96790811728513,115.95486905997218,101.96790811728513,125.00551472209688,107.6655270124997,125.67302348496256,102.9083533750307,0.9087289842034775,16.0,0.08306541930027633,1478.0,1483.0,1277.6499999999999,1.1568113333072438,1.160724768128987,0.0,0.5,4.552974925711316,22,22,69.77388885998764
34,Indiana,B10,18-14,121.9256935006922,31,102.0627900859831,55,0.8854384923338774,34,18.0,14.0,9.0,11.0,9-11,0.7017953207704674,0.4404362181698445,0.8411013417868688,0.7017953207704674,0.4404362181698445,0.8411013417868688,0.6420325766653558,0.8367752356013181,116.20605941577558,104.1099611800059,116.20605941577558,104.1099611800059,124.14343279770794,104.02396397202365,116.98751768747796,104.49755728825969,0.7855640307118366,14.0,-0.056211623046520054,1516.0,1521.0,1318.2124999999999,1.1500421972936838,1.1538352124562619,0.0,0.45,-0.4222066914266057,51,316,66.1855233786268
35,Miami FL,ACC,25-8,121.05082947355282,34,101.40189787541206,44,0.884613694769487,35,25.0,8.0,13.0,5.0,13-5,0.6398830351531881,0.4096058241893014,0.7728647853358898,0.6398830351531881,0.4096058241893014,0.7728647853358898,0.7060116700108758,0.8333090024984469,113.23053996827649,105.76991643856375,113.23053996827649,105.76991643856375,121.63849249911416,102.08720861402152,120.71121802416415,99.8970189166339,0.8981196337826522,12.0,0.0755492974045957,1401.0,1312.0,1214.9125,1.1531694669369195,1.0799131624705485,0.0,0.7222222222222222,3.8526707138350162,28,31,67.92887287232924
36,Villanova,BE,24-8,119.59780136001274,45,100.48851763176184,38,0.8810117673220699,36,24.0,8.0,15.0,5.0,15-5,0.7070171166599023,0.5670337166872862,0.7814717839401784,0.7070171166599023,0.5670337166872862,0.7814717839401784,0.6981398499231674,0.7668606401412053,114.71030332910074,104.00204405730588,114.71030332910074,104.00204405730588,119.72828244669097,99.587356990391,111.55393224594204,97.46207787996948,0.8253488165565949,8.0,0.08334887939553193,1525.0,1440.0,1360.9,1.1205819678154163,1.058123300756852,0.0,0.75,3.9358010144469544,27,21,64.93615937283363
37,Georgia,SEC,22-10,124.289165026505,18,104.68996450353046,93,0.8779851563279615,37,22.0,10.0,10.0,8.0,10-8,0.6707417872271649,0.4071248931121559,0.8545045035712096,0.6707417872271649,0.4071248931121559,0.8545045035712096,0.6754936053974806,0.8560388494131852,115.31424902159871,105.74216070253433,115.31424902159871,105.74216070253433,126.65096204276955,106.6285928456963,124.82097696414714,102.36130220633322,0.9073143762615502,14.0,0.04785518269261735,1515.0,1521.0,1284.675,1.1792865899935783,1.1839570319341468,0.0,0.5555555555555556,2.6012392598524214,33,72,72.02088676951955
38,N.C. State,ACC,20-13,124.0412358801209,20,104.57160204450679,89,0.8769148378394934,38,20.0,13.0,10.0,8.0,10-8,0.7187757105214615,0.5814056060247608,0.8077519096168353,0.7187757105214615,0.5814056060247608,0.8077519096168353,0.6717851226093706,0.7847244295872655,115.51428585834597,104.23108456437664,115.51428585834597,104.23108456437664,123.48766304982229,104.43948081860302,122.78607962003642,105.0030317917869,0.8580546798437135,13.0,-0.0250730824359785,1442.0,1418.0,1253.9125,1.1500004984398833,1.1308604069263206,0.0,0.5555555555555556,0.32756528704597027,44,240,69.08811043421676
39,Texas A&M,SEC,21-11,119.85405919146515,42,101.32139444804747,43,0.873441695929123,39,21.0,11.0,11.0,7.0,11-7,0.6738106898239837,0.42229965070215675,0.8443923714327635,0.6738106898239837,0.42229965070215675,0.8443923714327635,0.6746489466417058,0.8595508657882169,116.09165485357688,106.56590429748488,116.09165485357688,106.56590429748488,121.23445601208611,99.8617083200724,119.94866342136177,98.01077393745827,0.9107513814083826,14.0,0.02350775268810701,1493.0,1460.0,1308.0375,1.1414045851131944,1.1161759506130369,0.0,0.6111111111111112,1.5928077011257777,40,115,71.01128281360124
40,Oklahoma,SEC,19-15,125.10257286732534,14,105.79637813191123,116,0.8729839293090038,40,19.0,15.0,7.0,11.0,7-11,0.6989795852484867,0.44661214972809915,0.8596018164230207,0.6989795852484867,0.44661214972809915,0.8596018164230207,0.6478108833384276,0.7929872594452385,115.6985437650966,105.43241566373655,115.6985437650966,105.43241566373655,124.36173536808951,105.58228391354442,128.46051329645678,107.24421714837051,0.8885384963913711,15.0,-0.04219959433307652,1429.0,1461.0,1235.0874999999999,1.1570030463428707,1.182912141852298,0.0,0.3888888888888889,-0.4841049331718698,53,277,66.14251928971962
41,Auburn,SEC,17-16,124.17502222217774,19,105.73958719319285,115,0.8639151501535284,41,17.0,16.0,7.0,11.0,7-11,0.7606725018011131,0.617889949297392,0.8579110484142964,0.7606725018011131,0.617889949297392,0.8579110484142964,0.5801486662969556,0.643597648602959,119.05507619997243,103.2538022443636,119.05507619997243,103.2538022443636,125.6355168968124,107.50645677286268,124.08825312789209,104.80203381531949,0.8746351243616479,20.0,-0.007788525877447383,1472.0,1489.0,1244.675,1.1826380380420591,1.1962962219053166,0.0,0.3888888888888889,0.17496647384934072,45,195,67.3330392045072
42,SMU,ACC,20-13,123.02007600028168,26,104.9014901623587,95,0.8620292109407206,42,20.0,13.0,8.0,10.0,8-10,0.7138096289752166,0.5407186775020885,0.8243947014978654,0.7138096289752166,0.5407186775020885,0.8243947014978654,0.6790915231866304,0.8181178068317805,115.72986219967575,104.17338589623024,115.72986219967575,104.17338589623024,124.81547402007762,106.95498042056056,121.30807576237005,104.22218667864793,0.8514217872911962,13.0,-0.011628613895455664,1451.0,1436.0,1243.9375,1.1664573179922624,1.154398834346581,0.0,0.4444444444444444,-0.01573926179061541,46,212,68.61843807262542
43,Saint Louis,A10,28-5,119.50047660720483,46,102.14494623427944,58,0.8587160249334131,43,28.0,5.0,15.0,3.0,15-3,0.5162799270484866,0.3882877570628105,0.5825632459723941,0.5162799270484866,0.3882877570628105,0.5825632459723941,0.8457548909741224,0.889508580341952,108.67241855008632,107.38487688594583,108.67241855008632,107.38487688594583,120.7775729581456,103.02866627212009,101.36672908667413,79.98973769285419,0.9384127839607921,2.0,0.05123157529664302,1494.0,1277.0,1258.0625,1.1875403646480203,1.0150529087386357,0.0,0.8333333333333334,1.8550133448731043,39,66,70.99299650020853
44,San Diego St.,MWC,22-11,112.18347039194694,114,96.04827526983351,15,0.856408419072284,44,22.0,11.0,14.0,6.0,14-6,0.646562729688096,0.5399598636405625,0.6753445278112828,0.646562729688096,0.5399598636405625,0.6753445278112828,0.7361943632150993,0.7444976196545812,114.1650644313515,105.60303272944,114.1650644313515,105.60303272944,113.35559551135835,95.68016282075665,110.1490037527219,98.65550822806269,0.7802801267311512,9.0,-0.005847177707777651,1562.0,1406.0,1410.2124999999999,1.1076344877101856,0.9970128615368252,0.0,0.7,-0.09696467557396149,47,189,68.59133131532519
45,Texas,SEC,18-14,124.0256109176705,21,106.32769364722165,125,0.854528113411302,45,18.0,14.0,9.0,9.0,9-9,0.6716093670069343,0.4107318523840942,0.8534418414832885,0.6716093670069343,0.4107318523840942,0.8534418414832885,0.634270724361926,0.7707785855726405,116.1514130495606,105.09854800631066,116.1514130495606,105.09854800631066,126.41924652041858,106.71548411032984,125.25763166340113,105.58524822310574,0.8770537524068867,18.0,-0.006743336593396432,1472.0,1455.0,1231.5874999999999,1.1952053751763478,1.1814020522293383,0.0,0.5,-0.20248652027346803,48,192,67.0938997335321
46,Missouri,SEC,20-12,119.86951975812826,41,102.96170992983056,68,0.8517681063285348,46,20.0,12.0,10.0,8.0,10-8,0.6770183997207607,0.41101293991858695,0.8572706961571729,0.6770183997207607,0.41101293991858695,0.8572706961571729,0.6592841135682956,0.8240530528486205,115.7136052206757,105.69905955767823,115.7136052206757,105.69905955767823,120.65380649057657,101.29502056735046,117.32787093800462,103.07227969360032,0.8160379257161949,15.0,0.039060953311611524,1388.0,1404.0,1231.9499999999996,1.1266691018304318,1.1396566419091687,0.0,0.5555555555555556,1.1480193365910756,42,86,66.37168449334789
