stop_id,route_id,driver_id,vehicle_id,hub,delivery_zone,delivery_note,customer_type,priority_level,signature_required,weather,stop_datetime_raw,scheduled_window_start_raw,scheduled_window_min,actual_delivery_time_raw,actual_arrival_min,packages_count,package_weight_lb_raw,package_weight_lb,distance_from_prev_mi,service_time_min,fuel_cost_usd,tip_usd,customer_claim_usd,cargo_temp_f,gps_accuracy_m,device_battery_pct,delivery_status,failure_reason,customer_satisfaction,internal_comment,hub_clean,delivery_zone_clean,customer_type_clean,priority_level_clean,delivery_status_clean,stop_datetime,scheduled_window_start,stop_dayofweek,stop_is_weekend,lateness_min,stop_id_binned,route_id_binned,driver_id_binned,vehicle_id_binned,hub_binned,delivery_zone_binned,delivery_note_binned,customer_type_binned,priority_level_binned,weather_binned,stop_datetime_raw_binned,scheduled_window_start_raw_binned,actual_delivery_time_raw_binned,delivery_status_binned,failure_reason_binned,internal_comment_binned,hub_clean_binned,delivery_zone_clean_binned,customer_type_clean_binned,priority_level_clean_binned,delivery_status_clean_binned,signature_required_skewfix,scheduled_window_min_skewfix,actual_arrival_min_skewfix,packages_count_skewfix,package_weight_lb_raw_skewfix,package_weight_lb_skewfix,distance_from_prev_mi_skewfix,service_time_min_skewfix,fuel_cost_usd_skewfix,tip_usd_skewfix,customer_claim_usd_skewfix,cargo_temp_f_skewfix,gps_accuracy_m_skewfix,device_battery_pct_skewfix,customer_satisfaction_skewfix,stop_dayofweek_skewfix,stop_is_weekend_skewfix,lateness_min_skewfix
S-00011,R-149,D-018,V-001,Boulder,Suburban,building_super,residential,expedite,0,snow,06/14/2025 12:05 PM,06/14/2025 12:05 PM,59.0,2024-11-11 12:14:00,314.0,2.0,4.53,4.53,5.346,9.96,2.6,0.0,0.0,61.26,24.2,47.4,failed,address_issue,58.16,check,boulder,suburban,residential,expedited,failed,2025-06-14 12:05:00,2025-06-14 12:05:00,5.0,1.0,255.0,Other,Other,Other,Other,Boulder,Suburban,Other,residential,Other,snow,Other,Other,Other,failed,address_issue,check,boulder,suburban,residential,expedited,failed,0.0,1799.5,195.78493221444435,0.8890149625568643,1.337789802704236,1.337789802704236,3.7792011130646457,1.7080256850712696,1.673121304403093,-0.0,0.0,32.81256168388879,1.601590463555202,47.4,1749.4527999999998,4.46194756940847,1.0,162.25932159957858
S-00012,R-145,D-052,V-011,Denver-West,Campus,leave_at_door,res,standard,0,clear,08/08/2025 05:10 PM MST,08/08/2025 05:10 PM MST,127.0,2024-11-12 17:06:00,606.0,1.0,3.96,3.96,1.709,7.0,0.81,0.0,0.0,35.19,10.2,65.2,delivered,security_access,85.51,check,denver-west,campus,residential,standard,delivered,2025-08-08 05:10:00,2025-08-08 05:10:00,4.0,0.0,479.0,Other,Other,Other,Other,Denver-West,Campus,leave_at_door,Other,standard,clear,Other,Other,Other,delivered,security_access,check,denver-west,campus,residential,standard,delivered,0.0,8191.5,354.21515526457796,0.6053542918620024,1.2715916929424538,1.2715916929424538,1.4413384787763721,1.5470442291061783,0.6696509454634386,0.0,0.0,20.818909793339046,1.402385695332803,65.2,3741.4900500000003,3.618555125115471,0.0,286.54566193533344
S-00013,R-118,D-028,V-022,Denver-East,Rural,garage,residential,expedited,1,wind,08/30/2025 12:30 PM MST,08/30/2025 12:30 PM MST,44.0,2024-11-13 12:36:00,336.0,1.0,5.09,5.09,9.641375,16.4,3.44,1.95,0.0,42.2,3.1,86.2,delivered,customer_not_home,75.37,check,denver-east,rural,residential,expedited,delivered,2025-08-30 12:30:00,2025-08-30 12:30:00,5.0,1.0,292.0,Other,Other,Other,Other,Denver-East,Rural,garage,residential,expedited,wind,Other,Other,Other,delivered,customer_not_home,check,denver-east,rural,residential,expedited,delivered,1.0,1012.0,208.11910389872574,0.6053542918620024,1.3947094559676485,1.3947094559676485,6.519421672746649,1.9184716974871079,2.221878212513562,0.442545245619075,0.0,24.177110504452923,1.0264754257495845,86.2,2915.6884500000006,4.46194756940847,1.0,183.36424138936084
S-00014,R-149,D-010,V-014,Boulder,Rural,call_on_arrival,residential,standard,0,rain,26-Mar-2025 08:30 MST,26-Mar-2025 08:30 MST,118.0,2024-11-14 08:41:00,101.0,2.0,2.2,2.2,9.641375,6.97,3.44,0.0,118.12,50.48,8.7,45.7,failed,customer_not_home,53.74,check,boulder,rural,residential,standard,failed,2025-03-26 08:30:00,2025-03-26 08:30:00,2.0,0.0,0.0,Other,Other,Other,Other,Boulder,Rural,call_on_arrival,residential,standard,rain,Other,Other,Other,failed,customer_not_home,check,boulder,rural,residential,standard,failed,0.0,7080.0,70.25592243013303,0.8890149625568643,0.9818941447325604,0.9818941447325604,6.519421672746649,1.5450297413978336,2.221878212513562,0.0,118.12,28.00639720115325,1.3578387009320645,45.7,1497.7338000000002,1.875417088358097,0.0,0.0
S-00015,R-106,D-022,V-007,Boulder,Suburban,mailroom,business,STANDARD,1,clear,2025/01/01 18:55:00 MDT,2025/01/01 18:55:00 MDT,109.0,2024-11-15 18:58:00,718.0,2.0,5.63,5.63,5.03,17.39,2.27,0.0,0.0,53.05,25.3,77.0,failed ,customer_not_home,53.98,check,boulder,suburban,business,standard,failed,2025-01-01 18:55:00,2025-01-01 18:55:00,2.0,0.0,609.0,Other,Other,Other,Other,Boulder,Suburban,mailroom,business,Other,clear,Other,Other,Other,Other,customer_not_home,check,boulder,suburban,business,standard,failed,1.0,6049.5,412.7108094052804,0.8890149625568643,1.443494857180185,1.443494857180185,3.5962898708353896,1.9417659959653681,1.5156801120294974,-0.0,0.0,29.169114783312722,1.77131393174903,77.0,1510.9001999999998,1.875417088358097,0.0,355.7952940923068
S-00016,R-123,D-025,V-007,Boulder,Industrial,mailroom,residential,expedited,0,wind,07/31/2025 09:40 AM,07/31/2025 09:40 AM,64.0,2024-11-16 09:48:00,168.0,2.0,4.42,4.42,5.804,14.2,2.81,0.0,0.0,49.86,9.8,96.3,failed,customer_not_home,60.4,check,boulder,industrial,residential,expedited,failed,2025-07-31 09:40:00,2025-07-31 09:40:00,3.0,0.0,104.0,Other,Other,Other,Other,Boulder,Industrial,mailroom,residential,expedited,wind,Other,Other,Other,failed,customer_not_home,check,boulder,industrial,residential,expedited,failed,0.0,2112.0,111.31198065168141,0.8890149625568643,1.3257251405181825,1.3257251405181825,4.0395351834339515,1.859916358630736,1.7688411951026701,-0.0,0.0,27.724176254881115,1.3914193805498154,96.3,1884.48,2.7580025035383304,0.0,72.14230116596755
S-00017,R-139,D-055,V-023,Denver-West,Suburban,leave_at_door,residential,standard,0,clear,2025-03-05 11:35 MDT,2025-03-05 11:35 MDT,132.0,2024-11-17 11:32:00,272.0,1.0,4.44,4.44,3.906,4.46,1.54,0.0,0.0,52.76,14.8,55.7,delivered,customer_not_home,83.0,check,denver-west,suburban,residential,standard,delivered,2025-03-05 11:35:00,2025-03-05 11:35:00,2.0,0.0,140.0,Other,Other,Other,Other,Denver-West,Suburban,leave_at_door,residential,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-west,suburban,residential,standard,delivered,0.0,8844.0,171.9916012386413,0.6053542918620024,1.3279422694602658,1.3279422694602658,2.9206472116294835,1.3301488270733952,1.129723099676418,0.0,0.0,29.038475943894117,1.4968453945733724,55.7,3527.5,1.875417088358097,0.0,94.40017474404549
S-00018,R-147,D-017,V-003,Fort-Collins,Downtown,garage,residential,standard,0,snow,2025/09/18 16:55:00 MDT,2025/09/18 16:55:00 MDT,119.0,2024-11-18 17:06:00,606.0,2.0,15.103750000000002,15.103750000000002,2.396,24.1,1.05,0.0,0.0,39.56,15.6,35.0,delivered,customer_not_home,77.78,check,fort-collins,downtown,residential,standard,delivered,2025-09-18 16:55:00,2025-09-18 16:55:00,3.0,0.0,487.0,Other,Other,Other,Other,Fort-Collins,Downtown,garage,residential,standard,snow,Other,Other,Other,delivered,customer_not_home,check,fort-collins,downtown,residential,standard,delivered,0.0,7199.5,354.21515526457796,0.8890149625568643,2.026430530880292,2.026430530880292,1.9332863513025467,2.065749683176368,0.831513313079815,-0.0,0.0,22.926218387875412,1.509119306326184,35.0,3102.6442,2.7580025035383304,0.0,290.8569396048421
S-00019,R-108,D-030,V-035,Dnvr-East,Industrial,building_super,business ,Standard,0,clear,12-Feb-2025 17:15,12-Feb-2025 17:15,124.0,2024-11-19 17:18:00,618.0,1.0,3.15,3.15,3.128,6.52,0.71,0.0,0.0,49.93,7.1,62.1,delivered,customer_not_home,86.83,check,denver-east,industrial,business,standard,delivered,2025-02-12 17:15:00,2025-02-12 17:15:00,2.0,0.0,494.0,Other,Other,Other,Other,Other,Industrial,Other,Other,Other,clear,Other,Other,Other,delivered,customer_not_home,check,denver-east,industrial,business,standard,delivered,0.0,7812.0,360.5310656806637,0.6053542918620024,1.158308017246299,1.158308017246299,2.4254998466996858,1.5135763565418896,0.5984069121092206,-0.0,0.0,27.756074223355846,1.2972716310736936,62.1,3856.5544499999996,1.875417088358097,0.0,294.6235100258732
S-00020,R-106,D-060,V-025,Boulder ,Suburban,mailroom,residential,same day,0,clear,2025-07-02 13:55,2025-07-02 13:55,54.0,2024-11-20 13:48:00,408.0,1.0,1.53,1.53,4.303,5.94,2.1,0.0,0.0,46.41,7.3,45.6,delivered,customer_not_home,80.18,check,boulder,suburban,residential,same_day,delivered,2025-07-02 13:55:00,2025-07-02 13:55:00,2.0,0.0,354.0,Other,Other,Other,Other,Other,Suburban,mailroom,residential,Other,clear,Other,Other,Other,delivered,customer_not_home,check,boulder,suburban,residential,same_day,delivered,0.0,1512.0,247.95146039768568,0.6053542918620024,0.8101861275176926,0.8101861275176926,3.164118220519616,1.4692260464081721,1.4308338402631664,0.0,0.0,26.140879495254527,1.3057898654993767,45.6,3294.5962000000004,1.875417088358097,0.0,218.15070567146847
S-00021,R-154,D-036,V-019,Denver-East,Suburban,side_entrance,business ,standard,0,clear,11/14/2025 04:00 PM MDT,11/14/2025 04:00 PM MDT,122.0,2024-11-21 15:59:00,539.0,2.0,10.18,10.18,1.368,8.23,0.61,4.12,0.0,38.82,9.5,62.5,delivered,customer_not_home,81.69,check,denver-east,suburban,business,standard,delivered,2025-11-14 04:00:00,2025-11-14 04:00:00,4.0,0.0,417.0,Other,Other,Other,Other,Denver-East,Suburban,side_entrance,Other,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-east,suburban,business,standard,delivered,0.0,7564.0,318.7134955226804,0.8890149625568643,1.7176873538328064,1.7176873538328064,1.1834043698973955,1.622064522911575,0.5246167930438201,0.480926513671875,0.0,22.57270196760245,1.3827866001516322,62.5,3418.31805,3.618555125115471,0.0,252.87861172634734
S-00022,R-157,D-041,V-040,Denver-West,Suburban,garage,business,standard,0,clear,07/13/2025 07:30 AM,07/13/2025 07:30 AM,133.0,2024-11-22 07:28:00,28.0,6.0,3.16,3.16,2.224,17.38,1.06,0.0,0.0,33.01,18.7,53.7,delivered,customer_not_home,93.29,check,denver-west,suburban,business,standard,delivered,2025-07-13 07:30:00,2025-07-13 07:30:00,6.0,1.0,0.0,Other,Other,Other,Other,Denver-West,Suburban,garage,business,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-west,suburban,business,standard,delivered,0.0,8977.5,21.898839615290353,1.352108625101415,1.1598778665939253,1.1598778665939253,1.8131708357889869,1.9415389063412067,0.8380043385853689,0.0,0.0,19.748840680929153,1.549394090940667,53.7,4444.80205,5.291331975501458,1.0,0.0
S-00023,R-137,D-056,V-024,Boulder ,Rural,front_desk,res,expedited,0,clear,27-Feb-2025 11:20 MDT,27-Feb-2025 11:20 MDT,60.0,2024-11-23 11:33:00,273.0,2.0,2.68,2.68,7.277,6.47,2.48,0.0,0.0,49.98,10.7,85.6,failed,customer_not_home,59.3,check,boulder,rural,residential,expedited,failed,2025-02-27 11:20:00,2025-02-27 11:20:00,3.0,0.0,213.0,Other,Other,Other,Other,Other,Rural,front_desk,Other,expedited,clear,Other,Other,Other,failed,customer_not_home,check,boulder,rural,residential,expedited,failed,0.0,1860.0,172.56216514322148,0.8890149625568643,1.0784483225094823,1.0784483225094823,4.843529360913267,1.5099307542892901,1.6169131593919581,0.0,0.0,27.77885311807386,1.4152946537953137,85.6,1817.5449999999998,2.7580025035383304,0.0,137.92572822031744
S-00024,R-103,D-013,V-005,Denver East,Rural,mailroom,business ,standard,0,clear,2024/12/04 14:45:00,2024/12/04 14:45:00,131.0,2024-11-24 14:39:00,459.0,1.0,5.88,5.88,9.641375,10.36,3.44,3.42,0.0,43.22,15.7,59.8,delivered,customer_not_home,90.07,check,denver-east,rural,business,standard,delivered,2024-12-04 14:45:00,2024-12-04 14:45:00,2.0,0.0,328.0,Other,Other,Other,Other,Other,Rural,mailroom,Other,standard,clear,Other,Other,Other,delivered,customer_not_home,check,denver-east,rural,business,standard,delivered,0.0,8711.5,275.7357087100748,0.6053542918620024,1.4643638346618075,1.4643638346618075,6.519421672746649,1.7254103392827294,2.221878212513562,0.47440674842857433,0.0,24.656276924951683,1.5105912157676036,59.8,4146.372449999999,1.875417088358097,0.0,203.64355081557233
S-00025,R-150,D-043,V-015,Colorado-Springs,Rural,front_desk,residential,standard,0,clear,09/06/2025 01:40 PM MDT,09/06/2025 01:40 PM MDT,117.0,2024-11-25 14:01:00,421.0,1.0,15.103750000000002,15.103750000000002,9.641375,10.23,3.44,0.0,118.12,50.06,17.0,73.2,failed,customer_not_home,49.56,check,colorado-springs,rural,residential,standard,failed,2025-09-06 01:40:00,2025-09-06 01:40:00,5.0,1.0,304.0,Other,Other,Other,Other,Colorado-Springs,Rural,front_desk,residential,standard,clear,Other,Other,Other,failed,customer_not_home,check,colorado-springs,rural,residential,standard,failed,0.0,6961.5,255.0650400405971,0.6053542918620024,1.9516018627612568,1.9516018627612568,6.519421672746649,1.719848756398021,2.221878212513562,0.0,118.12,27.815290058857528,1.5285954792089682,73.2,1277.6568000000002,4.46194756940847,1.0,190.1502957420131
S-00026,R-155,D-019,V-006,Colorado-Springs,Downtown,call_on_arrival,business,standard,1,clear,2025/08/02 11:55:00,2025/08/02 11:55:00,122.0,2024-11-26 11:45:00,285.0,5.0,8.34,8.34,4.174,18.7,1.98,0.0,0.0,43.29,9.8,74.3,DELIVERED,customer_not_home,86.8,check,colorado-springs,downtown,business,standard,delivered,2025-08-02 11:55:00,2025-08-02 11:55:00,5.0,1.0,163.0,Other,Other,Other,Other,Colorado-Springs,Downtown,call_on_arrival,business,standard,clear,Other,Other,Other,Other,customer_not_home,check,colorado-springs,downtown,business,standard,delivered,1.0,7564.0,179.39292628995037,1.2791016451735329,1.628135852347053,1.628135852347053,3.0856250438440203,1.9701983066546813,1.3692475324653324,-0.0,0.0,24.68907932205652,1.3914193805498154,74.3,3853.9199999999996,4.46194756940847,1.0,108.31398929979314
S-00027,R-125,D-015,V-007,Dnvr-East,Suburban,building_super,residential,standard,1,clear,2025/12/07 13:35:00,2025/12/07 13:35:00,114.0,2024-11-27 13:27:00,387.0,2.0,4.31,4.31,3.375,23.74,1.7,3.3,0.0,53.52,7.5,87.4,failed,package_damaged,72.01,check,denver-east,suburban,residential,standard,failed,2025-12-07 13:35:00,2025-12-07 13:35:00,6.0,1.0,273.0,Other,Other,Other,Other,Other,Suburban,Other,residential,standard,clear,Other,Other,Other,failed,package_damaged,check,denver-east,suburban,residential,standard,failed,1.0,6612.0,236.41209326034755,0.8890149625568643,1.3133378938081153,1.3133378938081153,2.585513899664698,2.060244125163838,1.2195081473096236,0.47295835586803675,0.0,29.380542643809754,1.3140056594299647,87.4,2664.7300500000006,5.291331975501458,1.0,172.56216514322148
S-00028,R-141,D-018,V-030,Denver-East,Suburban,garage,Business,expedited,1,wind,2025/06/24 19:50:00,2025/06/24 19:50:00,51.0,2024-11-28 19:58:00,778.0,3.0,2.23,2.23,2.719,16.32,1.03,0.0,0.0,51.65,9.8,59.3,delivered,customer_not_home,78.91,check,denver-east,suburban,business,expedited,delivered,2025-06-24 19:50:00,2025-06-24 19:50:00,1.0,0.0,727.0,Other,Other,Other,Other,Denver-East,Suburban,garage,Other,expedited,wind,Other,Other,Other,delivered,customer_not_home,check,denver-east,suburban,business,expedited,delivered,1.0,1351.5,443.6647431337644,1.0641270562537064,0.9884675543435516,0.9884675543435516,2.1540447669664546,1.9165143113917071,0.818474034471092,-0.0,0.0,28.537133608655896,1.3914193805498154,59.3,3192.3040499999997,0.962295536748461,0.0,417.36987649134187
S-00029,R-111,D-054,V-024,Fort-Collins,Downtown,rear_loading_dock,residential,standard,1,rain,2025/10/15 15:20:00 MST ,2025/10/15 15:20:00 MST ,121.0,2024-11-29 15:16:00,496.0,1.0,7.86,7.86,3.086,29.35625,1.21,0.0,0.0,54.01,9.0,30.3,delivered,customer_not_home,80.06,check,fort-collins,downtown,residential,standard,delivered,2025-10-15 15:20:00,2025-10-15 15:20:00,2.0,0.0,375.0,Other,Other,Other,Other,Fort-Collins,Downtown,Other,residential,standard,rain,Other,Other,Other,delivered,customer_not_home,check,fort-collins,downtown,residential,standard,delivered,1.0,7441.5,295.69869171711673,0.6053542918620024,1.6009315236976576,1.6009315236976576,2.3980087150489933,2.188919107407681,0.9331827215172315,-0.0,0.0,29.600579691529333,1.367544467966324,30.3,3284.8618,1.875417088358097,0.0,229.7902808387031
S-00030,R-114,D-024,V-023,Denver-West,Suburban,call_on_arrival,residential,expedited,1,rain,2024-11-25 14:55 MDT,2024-11-25 14:55 MDT,65.0,2024-11-30 15:06:00,486.0,2.0,8.31,8.31,2.995,29.35625,1.26,1.66,0.0,39.06,6.0,72.7,failed,customer_not_home,61.09,check,denver-west,suburban,residential,expedited,failed,2024-11-25 14:55:00,2024-11-25 14:55:00,0.0,0.0,421.0,Other,Other,Other,Other,Denver-West,Suburban,call_on_arrival,residential,expedited,rain,Other,Other,Other,failed,customer_not_home,check,denver-west,suburban,residential,expedited,failed,1.0,2177.5,290.3184187253775,0.8890149625568643,1.626489289460927,1.626489289460927,2.3381517850053037,2.181319990575871,0.9640438769910822,0.42933461473231954,0.0,22.68749876873842,1.2440710539815454,72.7,1927.0840500000002,0.0,0.0,255.0650400405971
